2017,capacity neural network lifelong learning composable task
2013,complexity symmetric boolean parity holant problem
2012,hippocampus stable memory allocator cortex
2011,bridging model multi-core computing
2010,evolution drifting target
2009,evolvability
2009,experience-induced neural circuit achieve high capacity
2008,holographic algorithm
2008,knowledge infusion pursuit robustness artificial intelligence
2008,first experimental demonstration massive knowledge infusion
2006,quantitative theory neural computation
2006,knowledge infusion
2006,accidental algorithm
2005,memorization association realistic neural model
2005,completeness parity problem
2005,holographic circuit
2004,holographic algorithm extended abstract
2002,quantum circuit simulated classically polynomial time
2001,quantum computer simulated classically polynomial time
2000,robust logic
1999,projection learning
1999,relational learning nlp using linear threshold element
1995,cognitive computation extended abstract
1995,bulk synchronous parallel computing-a paradigm transportable software
1994,cryptographic limitation learning boolean formula finite automaton
1994,learning boolean formula
1994,direct bulk-synchronous parallel algorithm
1992,combining mechanism parallel computer
1990,bridging model parallel computation
1989,general lower bound number example needed learning
1988,functionality neural net
1987,logarithmic time sort linear size network
1985,learning disjunction conjunction
1984,theory learnable
1983,optimality two-phase strategy routing interconnection network
1983,size bound superconcentrators
1983,exponential lower bound restricted monotone circuit
1981,universality consideration vlsi circuit
1981,universal scheme parallel communication
1979,complexity enumeration reliability problem
1979,completeness class algebra
1978,complexity combinatorial computation introduction
1977,graph-theoretic argument low-level complexity
1976,shifting graph application
1976,graph-theoretic property computational complexity
1974,decidability equivalence deterministic finite-turn pushdown automaton
